date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
11/29/2020,NY,26690,0,58,0,0,0,3372,0,0,667,0,0,0,0,0,0,326,641161,0,6723,0,0,0,0,0,0,0,19272524,157320,19272524,157320,0,0,0,0,0,0,0,0
11/29/2020,OH,6399,5979,21,420,26507,26507,4908,245,4644,1142,0,0,0,0,0,0,643,414432,392129,7729,0,0,17569,0,0,422311,266341,0,0,6086820,50683,0,405672,0,0,0,0,6086820,50683
11/29/2020,OK,1736,0,19,0,12221,12221,1653,141,0,432,1873468,0,0,0,1873468,0,0,195545,0,1721,0,5828,0,0,0,195044,161955,0,0,2069013,1721,95129,0,0,0,0,0,2071937,0
11/29/2020,OR,896,0,11,0,4343,4343,569,0,0,123,960644,40,0,0,1848350,0,50,72506,0,1674,0,0,0,0,0,106079,0,0,0,1954429,18656,0,0,0,0,1028119,0,1954429,18656
11/29/2020,PA,10351,0,76,0,0,0,4405,0,0,918,2818877,14413,0,0,0,0,474,357196,331919,5529,0,0,0,0,0,0,214516,5665572,47955,5665572,47955,0,0,0,0,3150796,19591,0,0
11/29/2020,PR,1094,869,11,225,0,0,606,0,0,102,305972,0,0,0,395291,0,87,51702,50197,121,0,40398,0,0,0,20103,42993,0,0,357674,121,0,0,0,0,0,0,415664,0
11/29/2020,RI,1365,0,2,0,4582,4582,365,52,0,40,471086,2675,0,0,1473814,0,19,56072,0,1055,0,0,0,0,0,69232,0,1543046,12791,1543046,12791,0,0,0,0,527158,3730,0,0
11/29/2020,SC,4353,4050,7,303,11857,11857,879,55,0,236,2170458,15136,78771,0,2106308,0,117,216129,202422,1218,0,11831,25261,0,0,266572,113704,0,0,2386587,16354,90602,220868,0,0,0,0,2372880,16201
11/29/2020,SD,943,0,1,0,4468,4468,544,68,0,91,247844,1567,0,0,0,0,51,79900,74518,801,0,0,0,0,0,80596,62027,0,0,514513,4837,0,0,0,0,327744,2368,514513,4837
11/29/2020,TN,4554,4173,13,381,12040,12040,2408,35,0,625,0,0,0,0,4062405,0,289,366518,337175,3052,0,0,30084,0,0,397703,325993,0,0,4460108,18742,0,301754,0,0,0,0,4460108,18742
11/29/2020,TX,21357,0,48,0,0,0,8634,0,0,2487,0,0,0,0,0,0,0,1266707,1157273,7050,0,60759,58415,0,0,1301267,954465,0,0,10965870,53232,570888,706818,0,0,0,0,10965870,53232
11/29/2020,UT,868,0,5,0,8076,8076,575,47,1474,207,1136775,3769,0,0,1623277,533,0,193809,0,1722,0,0,16378,0,15751,193755,132081,0,0,1817032,8947,0,223171,0,101928,1316299,5286,1817032,8947
11/29/2020,VA,4058,3719,4,339,14572,14572,1628,56,0,365,0,0,0,0,0,0,155,235942,209783,2325,0,13083,21982,0,0,249282,0,3309343,14135,3309343,14135,164487,330594,0,0,0,0,0,0
11/29/2020,VI,23,0,0,0,0,0,0,0,0,0,26783,49,0,0,0,0,0,1544,0,6,0,0,0,0,0,0,1466,0,0,28327,55,0,0,0,0,28398,53,0,0
11/29/2020,VT,67,67,0,0,0,0,21,0,0,4,218689,1348,0,0,0,0,0,4225,4114,70,0,0,0,0,0,0,2494,0,0,550991,3499,0,0,0,0,222803,1414,550991,3499
11/29/2020,WA,2703,2703,0,0,10663,10663,983,167,0,236,0,0,0,0,0,0,94,173561,168419,2624,0,0,0,0,0,0,0,2894367,0,2894367,0,0,0,0,0,0,0,0,0
11/29/2020,WI,3487,3307,23,180,16999,16999,1824,117,1801,398,2143790,5680,0,0,0,0,0,409054,384701,4055,0,0,0,0,0,0,311438,4398150,25061,4398150,25061,0,0,0,0,2528491,9511,0,0
11/29/2020,WV,729,691,11,38,0,0,556,0,0,165,0,0,0,0,0,0,74,46997,40209,1152,0,0,0,0,0,0,29898,0,0,1119518,13727,20985,0,0,0,0,0,1119518,13727
11/29/2020,WY,215,0,0,0,762,762,225,14,0,0,138904,0,0,0,357394,0,0,32489,28252,560,0,0,0,0,0,27640,23022,0,0,393376,0,0,0,0,0,166501,0,393376,0
11/28/2020,AK,121,121,2,0,721,721,155,30,0,0,0,0,0,0,960276,0,25,30204,0,650,0,0,0,0,0,37764,0,0,0,999054,8281,0,0,0,0,0,0,999054,8281
11/28/2020,AL,3572,3240,0,332,24670,24670,1571,219,2231,0,1369792,4552,0,0,0,1286,0,244993,204110,2119,0,0,0,0,0,0,161946,0,0,1573902,6189,0,0,71335,0,1573902,6189,0,0
11/28/2020,AR,2449,2249,13,200,8819,8819,1010,40,0,399,1529514,8424,0,0,1529514,971,183,155026,136071,1349,0,0,0,0,22878,0,135614,0,0,1665585,9591,0,0,0,134910,0,0,1665585,9591
11/28/2020,AS,0,0,0,0,0,0,0,0,0,0,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,0,0,0,0,0,0,0,1988,0
11/28/2020,AZ,6624,6140,36,484,25348,25348,2383,52,0,553,1905019,10368,0,0,0,0,343,322774,312865,4136,0,0,0,0,0,0,0,0,0,3757165,27409,447812,0,363071,0,2217884,14367,3757165,27409
11/28/2020,CA,19089,0,56,0,0,0,7684,0,0,1763,0,0,0,0,0,0,0,1183320,1183320,11996,0,0,0,0,0,0,0,0,0,23573182,257264,0,0,0,0,0,0,23573182,257264
11/28/2020,CO,2983,2511,6,472,13369,13369,1852,82,0,0,1510259,13805,188172,0,0,0,0,225283,215193,4330,0,16879,0,0,0,0,0,3143227,51389,3143227,51389,205051,0,0,0,1725452,18078,0,0
11/28/2020,CT,4961,3981,0,980,0,0,1017,0,0,0,0,0,0,0,3417579,0,0,112581,104793,0,0,0,3984,0,0,143793,0,0,0,3566430,30037,0,53136,0,0,0,0,3566430,30037
11/28/2020,DC,678,0,1,0,0,0,157,0,0,41,0,0,0,0,0,0,16,21308,0,371,0,0,0,0,0,0,15603,685338,12899,685338,12899,0,0,0,0,304033,4071,0,0
11/28/2020,DE,763,671,0,92,0,0,202,0,0,29,384574,2685,0,0,0,0,0,34670,33298,500,0,0,0,0,0,35184,17082,720190,10939,720190,10939,0,0,0,0,419244,3185,0,0
11/28/2020,FL,18677,0,81,0,55277,55277,3918,128,0,0,6197289,30204,578113,560932,9606840,0,0,969813,889553,6062,0,71851,0,69600,0,1256914,0,12271258,79276,12271258,79276,650372,0,630838,0,7167102,36266,10915409,63897
11/28/2020,GA,9424,8775,44,649,34724,34724,2370,119,6485,0,0,0,0,0,0,0,0,467564,418936,3038,0,35775,0,0,0,392875,0,0,0,4289024,30611,362341,0,0,0,0,0,4289024,30611
11/28/2020,GU,112,0,0,0,0,0,43,0,0,9,76433,0,0,0,0,0,3,6782,6641,14,0,12,127,0,0,0,5521,0,0,83215,14,225,1264,0,0,0,0,83074,0
11/28/2020,HI,240,240,0,0,1287,1287,60,18,0,17,0,0,0,0,0,0,14,18082,17784,76,0,0,0,0,0,17744,0,659720,4157,659720,4157,0,0,0,0,0,0,0,0
11/28/2020,IA,2360,0,8,0,0,0,1221,0,0,244,863998,1742,0,70406,0,0,146,199683,199683,1461,0,0,0,4830,26575,0,130008,0,0,1063681,3203,0,0,75276,138452,1065778,3195,0,0
11/28/2020,ID,909,839,14,70,3878,3878,470,61,727,92,385159,2776,0,0,0,0,0,98500,83736,1997,0,0,0,0,0,0,39900,0,0,468895,4449,0,31219,0,0,468895,4449,706739,8483
11/28/2020,IL,12838,12137,152,701,0,0,5775,0,0,1211,0,0,0,0,0,0,686,712936,0,7873,0,0,0,0,0,0,0,0,0,10368278,79055,0,0,0,0,0,0,10368278,79055
11/28/2020,IN,5663,5394,69,269,25329,25329,3381,389,4604,938,1845743,8170,0,0,0,0,356,329008,0,4471,0,0,0,0,0,300487,0,0,0,4183401,34805,0,0,0,0,2174751,12641,4183401,34805
11/28/2020,KS,1529,0,0,0,5018,5018,802,0,1329,221,659403,0,0,0,0,389,73,153021,0,0,0,0,0,0,0,0,0,0,0,812424,0,0,0,0,0,812424,0,0,0
11/28/2020,KY,1885,1825,14,60,9981,9981,1722,74,2451,408,0,0,0,0,0,0,220,174182,144349,2427,0,0,0,0,0,0,27998,0,0,2548528,19970,95118,111032,0,0,0,0,2548528,19970
11/28/2020,LA,6391,6136,0,255,0,0,1074,0,0,0,3148141,0,0,0,0,0,125,230602,218796,0,0,0,0,0,0,0,192488,0,0,3378743,0,0,102237,0,0,0,0,3366937,0
11/28/2020,MA,10676,10441,41,235,14139,14139,1045,0,0,225,3104965,15037,0,0,0,0,111,222469,214662,3217,0,0,0,12130,0,269851,155473,0,0,8322705,72269,0,0,132492,261693,3319627,17951,8322705,72269
11/28/2020,MD,4602,4447,33,155,20713,20713,1446,201,0,351,2123122,10435,0,143097,0,0,0,194448,194448,1590,0,0,0,15413,0,232458,8599,0,0,4363150,27708,0,0,158510,0,2317570,12025,4363150,27708
11/28/2020,ME,191,190,1,1,689,689,125,2,0,49,0,0,12276,0,0,0,18,11288,10125,23,0,391,459,0,0,13032,8822,0,0,848207,3190,12679,15008,0,0,0,0,848207,3190
11/28/2020,MI,9467,9036,110,431,0,0,4097,0,0,832,0,0,0,0,6196289,0,472,378152,350021,8351,0,0,0,0,0,445599,165269,0,0,6641888,59320,365318,0,0,0,0,0,6641888,59320
11/28/2020,MN,3521,3453,45,68,16423,16423,1785,380,3715,386,2170530,39310,0,0,0,0,0,304023,297928,9022,0,0,0,0,0,0,257485,4027255,105119,4027255,105119,0,94651,0,0,2468458,47874,0,0
11/28/2020,MO,3817,0,8,0,0,0,2813,0,0,665,1504793,3916,86553,0,2711607,0,367,292740,292740,2204,0,7993,17598,0,0,324613,0,0,0,3042148,14329,94751,119243,89751,70512,1797533,6120,3042148,14329
11/28/2020,MP,2,2,0,0,4,4,0,0,0,0,16747,0,0,0,0,0,0,104,104,0,0,0,0,0,0,0,29,0,0,16851,0,0,0,0,0,16851,0,22633,0
11/28/2020,MS,3779,3297,10,482,7294,7294,1058,0,0,245,947272,0,0,0,0,0,130,149940,120902,1553,0,0,0,0,0,0,121637,0,0,1097212,1553,50014,172860,0,0,0,0,1064942,0
11/28/2020,MT,669,0,12,0,2569,2569,461,43,0,99,0,0,0,0,0,0,47,60845,0,1049,0,0,0,0,0,0,44100,0,0,645393,2879,0,0,0,0,0,0,645393,2879
11/28/2020,NC,5219,5068,9,151,0,0,1840,0,0,450,0,0,0,0,0,0,0,357958,337501,3444,0,0,0,0,0,0,0,0,0,5129863,40408,0,113574,0,0,0,0,5129863,40408
11/28/2020,ND,921,0,13,0,2649,2649,345,29,416,43,269446,607,11048,0,0,0,0,79359,77875,795,0,1007,0,0,0,0,69669,1072080,6923,1072080,6923,12055,5116,0,0,347377,1306,1126762,7537
11/28/2020,NE,984,0,2,0,4216,4216,931,24,0,0,610414,1725,0,0,1196600,0,0,124066,0,1114,0,0,0,0,0,141216,61605,0,0,1339345,6744,0,0,0,0,734833,2839,1339345,6744
11/28/2020,NH,523,0,6,0,837,837,133,1,276,0,399197,2179,0,0,0,0,0,20002,16961,689,0,0,0,0,0,0,14642,0,0,785563,0,34017,0,33136,0,416158,2868,785563,0
11/28/2020,NJ,16965,15136,23,1829,41118,41118,2830,136,0,560,5613309,103875,0,0,0,0,305,358584,330275,4530,0,0,0,0,0,0,0,0,0,5971893,108405,0,0,0,0,0,0,5943584,116245
11/28/2020,NM,1527,0,23,0,6631,6631,854,89,0,0,0,0,0,0,0,0,0,93982,0,2130,0,0,0,0,0,0,31482,0,0,1536202,14455,0,0,0,0,0,0,1536202,14455
11/28/2020,NV,2119,0,24,0,0,0,1460,0,0,317,823887,4459,0,0,0,0,162,149229,149229,2912,0,0,0,0,0,0,0,1622816,15811,1622816,15811,0,0,0,0,973116,7371,0,0
11/28/2020,NY,26632,0,44,0,0,0,3287,0,0,654,0,0,0,0,0,0,331,634438,0,6063,0,0,0,0,0,0,0,19115204,152355,19115204,152355,0,0,0,0,0,0,0,0
11/28/2020,OH,6378,5963,32,415,26262,26262,4740,302,4608,1120,0,0,0,0,0,0,638,406703,384544,6895,0,0,16731,0,0,414639,261353,0,0,6036137,49840,0,387007,0,0,0,0,6036137,49840
11/28/2020,OK,1717,0,13,0,12080,12080,1653,182,0,432,1873468,0,0,0,1873468,0,0,193824,0,6257,0,5828,0,0,0,195044,159894,0,0,2067292,6257,95129,0,0,0,0,0,2071937,0
11/28/2020,OR,885,0,3,0,4343,4343,569,81,0,123,960604,-53,0,0,1831334,0,50,70832,0,826,0,0,0,0,0,104439,0,0,0,1935773,20307,0,0,0,0,1028119,2398,1935773,20307
11/28/2020,PA,10275,0,41,0,0,0,4253,0,0,914,2804464,18389,0,0,0,0,465,351667,326741,8053,0,0,0,0,0,0,214516,5617617,66135,5617617,66135,0,0,0,0,3131205,25891,0,0
11/28/2020,PR,1083,859,7,224,0,0,573,0,0,92,305972,0,0,0,395291,0,90,51581,50081,903,0,40367,0,0,0,20103,42589,0,0,357553,903,0,0,0,0,0,0,415664,0
11/28/2020,RI,1363,0,17,0,4530,4530,349,122,0,39,468411,1514,0,0,1462149,0,19,55017,0,1063,0,0,0,0,0,68106,0,1530255,11234,1530255,11234,0,0,0,0,523428,2577,0,0
11/28/2020,SC,4346,4043,0,303,11802,11802,879,8,0,236,2155322,29405,78542,0,2091449,0,117,214911,201354,1791,0,11778,25133,0,0,265230,112978,0,0,2370233,31196,90320,219009,0,0,0,0,2356679,31224
11/28/2020,SD,942,0,54,0,4400,4400,539,47,0,95,246277,1073,0,0,0,0,55,79099,73817,819,0,0,0,0,0,79792,61051,0,0,509676,2211,0,0,0,0,325376,1892,509676,2211
11/28/2020,TN,4541,4163,15,378,12005,12005,2450,31,0,633,0,0,0,0,4046661,0,286,363466,334511,6750,0,0,29491,0,0,394705,323376,0,0,4441366,42782,0,291265,0,0,0,0,4441366,42782
11/28/2020,TX,21309,0,102,0,0,0,8597,0,0,2427,0,0,0,0,0,0,0,1259657,1151069,4325,0,60487,57538,0,0,1291811,950586,0,0,10912638,71749,569242,701538,0,0,0,0,10912638,71749
11/28/2020,UT,863,0,14,0,8029,8029,581,81,1470,207,1133006,4695,0,0,1615959,533,0,192087,0,2043,0,0,16081,0,15463,192126,129652,0,0,1808085,10682,0,221197,0,101071,1311013,6516,1808085,10682
11/28/2020,VA,4054,3715,10,339,14516,14516,1585,65,0,370,0,0,0,0,0,0,149,233617,208169,3173,0,13056,21435,0,0,247942,0,3295208,25498,3295208,25498,164242,327697,0,0,0,0,0,0
11/28/2020,VI,23,0,0,0,0,0,0,0,0,0,26734,219,0,0,0,0,0,1538,0,17,0,0,0,0,0,0,1453,0,0,28272,236,0,0,0,0,28345,211,0,0
11/28/2020,VT,67,67,0,0,0,0,19,0,0,2,217341,492,0,0,0,0,0,4155,4048,40,0,0,0,0,0,0,2474,0,0,547492,1313,0,0,0,0,221389,528,547492,1313
11/28/2020,WA,2703,2703,-1,0,10496,10496,990,254,0,207,0,0,0,0,0,0,83,170937,165906,530,0,0,0,0,0,0,0,2894367,0,2894367,0,0,0,0,0,0,0,0,0
11/28/2020,WI,3464,3285,30,179,16882,16882,1843,167,1797,400,2138110,4410,0,0,0,0,0,404999,380870,5473,0,0,0,0,0,0,306770,4373089,21209,4373089,21209,0,0,0,0,2518980,9443,0,0
11/28/2020,WV,718,682,6,36,0,0,540,0,0,151,0,0,0,0,0,0,63,45845,39514,799,0,0,0,0,0,0,29396,0,0,1105791,12802,20962,0,0,0,0,0,1105791,12802
11/28/2020,WY,215,0,0,0,748,748,225,28,0,0,138904,0,0,0,357394,0,0,31929,27738,156,0,0,0,0,0,27640,22798,0,0,393376,-136,0,0,0,0,166501,0,393376,-136
11/27/2020,AK,119,119,0,0,691,691,159,3,0,0,0,0,0,0,952768,0,25,29554,0,662,0,0,0,0,0,37016,0,0,0,990773,21200,0,0,0,0,0,0,990773,21200
11/27/2020,AL,3572,3240,0,332,24451,24451,1526,50,2228,0,1365240,4053,0,0,0,1284,0,242874,202473,917,0,0,0,0,0,0,161946,0,0,1567713,4771,0,0,71131,0,1567713,4771,0,0
11/27/2020,AR,2436,2237,0,199,8779,8779,1011,68,0,406,1521090,7888,0,0,1521090,966,192,153677,134904,1052,0,0,0,0,22570,0,134312,0,0,1655994,8850,0,0,0,133559,0,0,1655994,8850
11/27/2020,AS,0,0,0,0,0,0,0,0,0,0,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,0,0,0,0,0,0,0,1988,0
11/27/2020,AZ,6588,6106,20,482,25296,25296,2301,133,0,532,1894651,20789,0,0,0,0,325,318638,308866,4312,0,0,0,0,0,0,0,0,0,3729756,10480,447576,0,362284,0,2203517,24832,3729756,10480
11/27/2020,CA,19033,0,54,0,0,0,7388,0,0,1726,0,0,0,0,0,0,0,1171324,1171324,12635,0,0,0,0,0,0,0,0,0,23315918,219173,0,0,0,0,0,0,23315918,219173
11/27/2020,CO,2977,2505,20,472,13287,13287,1797,39,0,0,1496454,13492,187345,0,0,0,0,220953,210920,4270,0,16707,0,0,0,0,0,3091838,45689,3091838,45689,204052,0,0,0,1707374,17717,0,0
11/27/2020,CT,4961,3981,35,980,0,0,1017,0,0,0,0,0,0,0,3390156,0,0,112581,104793,3429,0,0,3984,0,0,141279,0,0,0,3536393,3377,0,53136,0,0,0,0,3536393,3377
11/27/2020,DC,677,0,0,0,0,0,149,0,0,34,0,0,0,0,0,0,18,20937,0,201,0,0,0,0,0,0,15476,672439,9238,672439,9238,0,0,0,0,299962,2529,0,0
11/27/2020,DE,763,671,2,92,0,0,187,0,0,31,381889,3056,0,0,0,0,0,34170,32800,591,0,0,0,0,0,34554,16874,709251,3664,709251,3664,0,0,0,0,416059,3647,0,0
11/27/2020,FL,18596,0,114,0,55149,55149,3748,336,0,0,6167085,85406,578113,560932,9551703,0,0,963751,884219,16795,0,71851,0,69600,0,1248442,0,12191982,242690,12191982,242690,650372,0,630838,0,7130836,102201,10851512,211218
11/27/2020,GA,9380,8746,44,634,34605,34605,2295,18,6464,0,0,0,0,0,0,0,0,464526,416303,3009,0,35569,0,0,0,390028,0,0,0,4258413,31722,361442,0,0,0,0,0,4258413,31722
11/27/2020,GU,112,0,1,0,0,0,45,0,0,9,76433,429,0,0,0,0,3,6768,6641,20,0,12,127,0,0,0,5521,0,0,83201,449,225,1264,0,0,0,0,83074,490
11/27/2020,HI,240,240,3,0,1269,1269,60,0,0,17,0,0,0,0,0,0,12,18006,17708,125,0,0,0,0,0,17670,0,655563,5663,655563,5663,0,0,0,0,0,0,0,0
11/27/2020,IA,2352,0,40,0,0,0,1226,0,0,256,862256,1624,0,70353,0,0,141,198222,198222,1136,0,0,0,4789,26034,0,127348,0,0,1060478,2760,0,0,75182,136538,1062583,2778,0,0
11/27/2020,ID,895,827,0,68,3817,3817,453,0,715,108,382383,0,0,0,0,0,0,96503,82063,0,0,0,0,0,0,0,39199,0,0,464446,0,0,31219,0,0,464446,0,698256,0
11/27/2020,IL,12686,12029,90,657,0,0,5829,0,0,1215,0,0,0,0,0,0,698,705063,0,7574,0,0,0,0,0,0,0,0,0,10289223,77130,0,0,0,0,0,0,10289223,77130
11/27/2020,IN,5594,5328,33,266,24940,24940,3287,366,4538,946,1837573,10740,0,0,0,0,338,324537,0,5643,0,0,0,0,0,296828,0,0,0,4148596,48346,0,0,0,0,2162110,16383,4148596,48346
11/27/2020,KS,1529,0,26,0,5018,5018,802,97,1329,221,659403,8015,0,0,0,389,73,153021,0,5224,0,0,0,0,0,0,0,0,0,812424,13239,0,0,0,0,812424,13239,0,0
11/27/2020,KY,1871,1817,36,54,9907,9907,1714,151,2445,390,0,0,0,0,0,0,216,171755,142254,5616,0,0,0,0,0,0,27866,0,0,2528558,48461,95012,110567,0,0,0,0,2528558,48461
11/27/2020,LA,6391,6136,41,255,0,0,1074,0,0,0,3148141,63074,0,0,0,0,125,230602,218796,4964,0,0,0,0,0,0,192488,0,0,3378743,68038,0,102237,0,0,0,0,3366937,67633
11/27/2020,MA,10635,10401,31,234,14139,14139,986,322,0,209,3089928,29113,0,0,0,0,109,219252,211748,4658,0,0,0,12130,0,266566,155473,0,0,8250436,119742,0,0,132492,257397,3301676,33577,8250436,119742
11/27/2020,MD,4569,4414,22,155,20512,20512,1435,232,0,343,2112687,16000,0,143097,0,0,0,192858,192858,2378,0,0,0,15413,0,230545,8565,0,0,4335442,47320,0,0,158510,0,2305545,18378,4335442,47320
11/27/2020,ME,190,189,0,1,687,687,119,0,0,51,0,0,12276,0,0,0,15,11265,10105,0,0,391,442,0,0,12840,8800,0,0,845017,7823,12679,14844,0,0,0,0,845017,7823
11/27/2020,MI,9357,8933,187,424,0,0,4097,0,0,832,0,0,0,0,6143956,0,472,369801,341941,17368,0,0,0,0,0,438612,152267,0,0,6582568,119731,362221,0,0,0,0,0,6582568,119731
11/27/2020,MN,3476,3410,101,66,16043,16043,1785,277,3638,386,2131220,17333,0,0,0,0,0,295001,289364,5698,0,0,0,0,0,0,244982,3922136,49074,3922136,49074,0,90388,0,0,2420584,22866,0,0
11/27/2020,MO,3809,0,1,0,0,0,2743,0,0,648,1500877,5423,86415,0,2699643,0,353,290536,290536,3273,0,7931,17293,0,0,322264,0,0,0,3027819,18205,94551,116480,89578,68967,1791413,8696,3027819,18205
11/27/2020,MP,2,2,0,0,4,4,0,0,0,0,16747,0,0,0,0,0,0,104,104,0,0,0,0,0,0,0,29,0,0,16851,0,0,0,0,0,16851,0,22633,0
11/27/2020,MS,3769,3292,6,477,7294,7294,1039,0,0,245,947272,0,0,0,0,0,113,148387,120069,1005,0,0,0,0,0,0,121637,0,0,1095659,1005,50014,172860,0,0,0,0,1064942,0
11/27/2020,MT,657,0,-1,0,2526,2526,452,-8,0,97,0,0,0,0,0,0,45,59796,0,114,0,0,0,0,0,0,43290,0,0,642514,10587,0,0,0,0,0,0,642514,10587
11/27/2020,NC,5210,5059,72,151,0,0,1780,0,0,437,0,0,0,0,0,0,0,354514,334190,8008,0,0,0,0,0,0,0,0,0,5089455,61469,0,111727,0,0,0,0,5089455,61469
11/27/2020,ND,908,0,5,0,2620,2620,347,12,408,39,268839,527,10979,0,0,0,0,78564,77125,751,0,970,0,0,0,0,68105,1065157,7143,1065157,7143,11949,4897,0,0,346071,1317,1119225,7788
11/27/2020,NE,982,0,4,0,4192,4192,931,10,0,0,608689,5755,0,0,1191184,0,0,122952,0,2876,0,0,0,0,0,139882,60654,0,0,1332601,18785,0,0,0,0,731994,8631,1332601,18785
11/27/2020,NH,517,0,3,0,836,836,131,3,276,0,397018,1706,0,0,0,0,0,19313,16272,537,0,0,0,0,0,0,14226,0,0,785563,0,34017,0,33089,0,413290,2243,785563,0
11/27/2020,NJ,16942,15113,17,1829,40982,40982,2796,152,0,559,5509434,0,0,0,0,0,279,354054,326473,4497,0,0,0,0,0,0,0,0,0,5863488,4497,0,0,0,0,0,0,5827339,0
11/27/2020,NM,1504,0,35,0,6542,6542,874,48,0,0,0,0,0,0,0,0,0,91852,0,2056,0,0,0,0,0,0,31102,0,0,1521747,16891,0,0,0,0,0,0,1521747,16891
11/27/2020,NV,2095,0,2,0,0,0,1440,0,0,306,819428,5016,0,0,0,0,162,146317,146317,1536,0,0,0,0,0,0,0,1607005,14090,1607005,14090,0,0,0,0,965745,6552,0,0
11/27/2020,NY,26588,0,39,0,0,0,3103,0,0,636,0,0,0,0,0,0,294,628375,0,8176,0,0,0,0,0,0,0,18962849,219442,18962849,219442,0,0,0,0,0,0,0,0
11/27/2020,OH,6346,5932,72,414,25960,25960,4535,474,4571,1113,0,0,0,0,0,0,635,399808,378082,17065,0,0,16513,0,0,407198,254775,0,0,5986297,71047,0,383118,0,0,0,0,5986297,71047
11/27/2020,OK,1704,0,24,0,11898,11898,1653,190,0,432,1873468,0,0,0,1873468,0,0,187567,0,3225,0,5828,0,0,0,195044,152969,0,0,2061035,3225,95129,0,0,0,0,0,2071937,0
11/27/2020,OR,882,0,15,0,4262,4262,532,0,0,118,960657,188,0,0,1812868,0,48,70006,0,1503,0,0,0,0,0,102598,0,0,0,1915466,23681,0,0,0,0,1025721,0,1915466,23681
11/27/2020,PA,10234,0,21,0,0,0,4114,0,0,864,2786075,20846,0,0,0,0,445,343614,319239,7360,0,0,0,0,0,0,209604,5551482,64181,5551482,64181,0,0,0,0,3105314,27686,0,0
11/27/2020,PR,1076,852,7,224,0,0,582,0,0,103,305972,0,0,0,395291,0,91,50678,49226,1452,0,40027,0,0,0,20103,41768,0,0,356650,1452,0,0,0,0,0,0,415664,0
11/27/2020,RI,1346,0,4,0,4408,4408,319,0,0,37,466897,1533,0,0,1451994,0,23,53954,0,463,0,0,0,0,0,67027,0,1519021,6858,1519021,6858,0,0,0,0,520851,1996,0,0
11/27/2020,SC,4346,4043,29,303,11794,11794,884,57,0,236,2125917,28659,78143,0,2062537,0,119,213120,199538,2215,0,11625,24958,0,0,262918,112233,0,0,2339037,30874,89768,216396,0,0,0,0,2325455,30545
11/27/2020,SD,888,0,39,0,4353,4353,569,110,0,104,245204,2992,0,0,0,0,63,78280,73096,2138,0,0,0,0,0,79385,61010,0,0,507465,4815,0,0,0,0,323484,5130,507465,4815
11/27/2020,TN,4526,4150,7,376,11974,11974,2400,24,0,600,0,0,0,0,4010457,0,271,356716,328666,4340,0,0,28523,0,0,388127,318523,0,0,4398584,34644,0,278320,0,0,0,0,4398584,34644
11/27/2020,TX,21207,0,51,0,0,0,8518,0,0,2449,0,0,0,0,0,0,0,1255332,1147045,3987,0,59679,56447,0,0,1280439,946663,0,0,10840889,12642,563123,689889,0,0,0,0,10840889,12642
11/27/2020,UT,849,0,15,0,7948,7948,586,163,1458,205,1128311,14340,0,0,1607270,532,0,190044,0,6142,0,0,15777,0,15169,190133,126690,0,0,1797403,31637,0,217320,0,100144,1304497,20117,1797403,31637
11/27/2020,VA,4044,3704,15,340,14451,14451,1593,34,0,373,0,0,0,0,0,0,160,230444,205632,1544,0,12992,20657,0,0,245600,0,3269710,32817,3269710,32817,163722,320970,0,0,0,0,0,0
11/27/2020,VI,23,0,0,0,0,0,0,0,0,0,26515,0,0,0,0,0,0,1521,0,0,0,0,0,0,0,0,1432,0,0,28036,0,0,0,0,0,28134,0,0,0
11/27/2020,VT,67,67,3,0,0,0,21,0,0,2,216849,969,0,0,0,0,0,4115,4012,98,0,0,0,0,0,0,2439,0,0,546179,13044,0,0,0,0,220861,1067,546179,13044
11/27/2020,WA,2704,2704,0,0,10242,10242,1002,0,0,226,0,0,0,0,0,0,102,170407,165384,2936,0,0,0,0,0,0,0,2894367,0,2894367,0,0,0,0,0,0,0,0,0
11/27/2020,WI,3434,3257,19,177,16715,16715,1727,57,1788,363,2133700,8498,0,0,0,0,0,399526,375837,1422,0,0,0,0,0,0,301541,4351880,33665,4351880,33665,0,0,0,0,2509537,9798,0,0
11/27/2020,WV,712,678,0,34,0,0,528,0,0,152,0,0,0,0,0,0,63,45046,38829,866,0,0,0,0,0,0,29008,0,0,1092989,16730,20764,0,0,0,0,0,1092989,16730
